name,system
'Сообщение без текста,Мусор/Свалки/ТКО
"'Пройтись по тротуару ул Балахнина и вниз по ул Мира, особенно около колледжа,ноги можно сломать",Благоустройство
"'Управляющая компания Новый центр, отказалась приезжать к нам по аварийной заявке, сотрудница Лучникова сказала, ждите 10 дней, со вчерашнего дня соседка сверху заливает, всю ночь не спали, вода до сих пор капает, один тазик с водой вылили, накапало за ночь, с утра позвонила в управляющую компанию, ответили, им не когда к нам приехать, они занимаются подачей отопления и нам нужно ждать 10 дней и смотреть на капающую воду с потолка, мама пенсионерка и инвалид боится выйти из дома, чтобы не залить соседей, это вообще бардак, если честно, я впервые узнала, что нужно ждать 10 дней и смотреть на это безобразие, что капает с потолка, кто то знает, что-то об этом, расскажите, я имею ввиду про закон ждать 10 дней когда тебя заливают соседи.",ЖКХ
"'Универсальный врач в Верещагино. Цены не будет ему, если ещё научится КТ расшифровывать. У моей мамы такая же ерунда, она жалуется, а терапевт лишь руки разводит и сводит всё на возраст. 57 лет, всё на свалку пора, чего ходите, время отнимаете. Видимо так.",Здравоохранение/Медицина
"'Здравствуйте. Недавно мы купили дом, и пришла квитанция за мусор 3тр от старых хозяев, это теперь нужно нам оплатить или старым хозяевам? И куда можно подойти оформить на себя, чтобы приходило на моё имя? Кудымкарский район",Мусор/Свалки/ТКО
'Здравствуйте а куда можно пожаловаться на ужасное питание в школе,Образование
"'[club108927089|Администрация Бардымского муниципального округа], вы так и не дали ответ, по поводу сайта, на котором приют обязан размещать информацию об отловленных животных! ☝",Безопасность
"'25.10. написала заявление на 15000 р. на каждого ребёнка, специалист, почему-то, сказала дату не ставить!? И что теперь, когда мне ждать выплаты? Второй месяц пошёл, как мобилизовали мужа, ни копейки ни мы, семья, ни он, не получали!!! Как жить то???",Мобилизация
"'Добрый день. Пермский приют «Матроскин» вновь на грани выселения. Волонтёры ищут деньги на новое помещение. Можно как то помочь приюту для животных !!!<br>Бедные животные , ну неужели котики останутся на улице??? Живём в 21 веке, принят закон о жестоком обращении с животными, но этого мало !!! Сейчас возникла такая проблема с помещением, огромная просьба оказать помощь животным!!!",Безопасность
"'Когда в Кыну откроют стадион и площадку ? Очень жаль , что лето проходит , а строительство не идет . Когда рассматривали проект говорили зачем сеять траву на стадионе , стадиону уже лет 50 все утрамбовано да и деньги за посадку нужно платить . Ответ был ,что с населения за посадку травы деньги не берут . А теперь вместо стадиона огромная лужа. В Лысьве очень быстро построили площадку ,уже в эту пятницу открытие .<br>А у нас когда ?? ??",Физическая культура и спорт
"'Здравствуйте,подскажите пожалуйста Мира 83 к какому учебному учреждению?",Образование
"'От любой болезни можно умереть ,как будто от сердца ,от поджелудочной да хоть от какой ,лучше бы можно было обследовать бесплатно больного и лечить профессионально, так ведь это не реально ,вот в Лысьве существует КТ ,так хрен кто то туда попадёт ,вот так и затягивают болезни у людей, а прививки это фигня и с прививками умирают",Здравоохранение/Медицина
"'Здравствуйте. 8 февраля подписан приказ МЗ РФ, в соотвествии с которым жители РФ с 21 февраля смогут получить QR код при наличии антител G к ковид19. Вопрос- анализ на IGG к коронавирусу можно сделать в любой лаборатории ( медлабэкспресс , КДЛ) или в какой-то особенной? И второй вопрос- как предоставить результат, чтобы он отобразился ввиде сертификата на госуслугах?<br>Спасибо.",Коронавирус
'Что то как то опять не так посчитали... Ну неужели нельзя просто взять за весь период и посчитать на одного человека?,Мусор/Свалки/ТКО
"'Здравствуйте,я получил сухой паек в школе 154 это на новосибрской 3,мне кажется что список не подтвержден министерством образования,нет печати и подписи.На фото видно что это просто список продуктов,хотелось бы узнать он был утвержден в департаменте образования",Образование
"'Здравствуйте, мне не ответили по поводу скоса травы.",Благоустройство
"'Здравствуйте, подскажите пожалуйста, мой муж военнослужащий-контрактник и сейчас участвует в СВО. Положена ли выплата на несовершеннолетнего ребёнка? Звонила в соцзащиту Орджоникидзевского района, там сказали, что выплата не положена",Мобилизация
"'Добрый день. Когда в планах ремонт улиц Красноводская до дома 18, улицы Бажова от улицы Ветлужской до ул. Красноводская, ул. Ветлужская?",Дороги
"'Добрый день.Большая просьба ,возьмите пожалуйста на контроль уборку снега на улице Екатерининской( универсам)Возле платной парковки дома 176 совсем не убрали снег. Рядом находится 6 школа и родители,которые привозят детей вынуждены останавливаться на проезжей части,при этом дети тоже выходят на дорогу.",Благоустройство
"'[club143106820|Пермский край], а кто тогда производил отлов в Гоемячинске на улице Попова? Оттуда забрали 3 собак.",Безопасность
"'Добрый день, проживаю Фестивальная 10, не приятно смотреть, как (извиняюсь) засрана Южная сторона травянского пруда. Интересно, северная сторона, с ул. Смышляева и Пр. Победы приводят берега в порядок, а со стороны Фестивальной забыто? Чей участок? Куда обращаться?",Благоустройство
'Моя заявление на пособии с 3 до 7 лет с 02.12.2021г до сих пор стоит как замороженный Собрала все документы чтобы заново заполнить заявление в Госуслуги?,Социальное обслуживание и защита
"'Хоть сколько писать можно, а толку что нашей администрации , собаки как бегают стаями так и будетвсегда. Если хозяева вместе со своими псами везде ходят, у ФАП , у магазина, в администрацию и то не зайдешь.Примите конце -концов меры.",Безопасность
'На Ленина бегает стая собак пройти страшно.,Безопасность
'Добрый день!,Безопасность
"'[club171875648|Министерство здравоохранения Пермского края], вызывала врача на дом, температура 38.4. Сказали выпить парацетамол и идти на приём😡. Отсидела на приёме 2 часа, взяли мазок, вчера пришел положительный. Сегодня звоню узнать что делать дальше, говорят идите на прием. Пришла, там человек 50 сидит. Ушла т.к не очень хорошо себя чувствую. И что мне делать дальше? Естественный отбор?....😡",Коронавирус
"'Ребенку месяц подходит, скоро все мало будет и подарок вручат... Почему бы в роддоме сразу не выдавать при выписке... Вот это Подарок!!! А ходить выбивать, пред""являть это очередное унижение для народа.",Социальное обслуживание и защита
"'[club39343227|Министерство физической культуры и спорта ПК], Здравствуйте. В 2021 году регистрировала сына на участие в Пермском марафоне, платила 600 руб. Но его отменили, а деньги вернуть не могу. Подскажите, как вернуть деньги?",Физическая культура и спорт
"'Здравствуйте, уже конец октября наступает, когда чудо свершится и что то решат с мостом?",Дороги
'Они даже к ребёнку не поехали 17 лет пусть идёт сам.,Коронавирус
'по адресу Тургенева 12 барак только начали разбирать!!! а не снесли!)))),Безопасность
'Когда вывоз мусора по новому расписанию?,Мусор/Свалки/ТКО
"'Здравствуйте девченки у меня вопрос у нас закрались классы на карантин вот в Перми детям дают сух паёк. Задала вопрос учительнице обоих детей по поводу сух пайка. Ответ убил меня одна сказала что первый раз с этим сталкивается , а вторая написала у нас же Лысьва, а не Пермь и не школа закрыта на карантин , а всего класс. А если класс закрыт на него выделены деньги на питание и за неделю куда же эти деньги уйдут раз нам не положен сух паёк. Куда подскажите обратиться лучше по этому поводу?",Образование
"'Добрый день. А как быть если человека с признаками болезни не отпустили на больничный, т.к. не кому работать а теперь заставляют делать эту ненужную прививку. Ведь если человек уже в перенес ковид в легкой форме, значит иммунитет у человека хороший, а прививка его убивает. Я убедилась на собственном примере.",Коронавирус
"'Добрый день.<br>Вторник: у ребёнка поднимается температура, вызываем врача, никто не приехал.<br>СРЕДА:ждём врача до вечера, никого нет, в итоге идём в больницу сами и сдаём мазок<br>ЧЕТВЕРГ:результат не готов.<br>ПЯТНИЦА :результат приходит в 22.00 и мужу на телефон, хотя я оставляла свой номер, мне так и не пришло.<br>СУББОТА :вызываем врача, врача нет<br>ВОСКРЕСЕНЬЕ :снова сидим ждём врача...и больничный.<br>Всё это время по 20 минут дозвваниваемся до кол центров.",Коронавирус
"'[club183771914|Александровск Официально] , здравствуйте! Когда поручения губернатора в личке начнёте выполнять? [id223781525|Ольга]",Связь и телевидение
'Вопрос- кто принимал решение о Бесконтейнерном вывозе мусора?,Мусор/Свалки/ТКО
"'Добрый день! Выплату на детей, мобилизованных отцов когда я получу?",Мобилизация
"'Убедительная просьба объяснить на основании чего в п1 ,7 указа срок посещения санаторно-курортных заведений для переболевших составляет 6 месяцев? Почему ? QR код на год, а в санаторий можно только полгода? Чем руководствовались при принятии данного решения?",Коронавирус
"'Понедельник, 17 октября, 12 часов дня, мусорная площадка на улице Металлистов между 21 и 23 домами, подскажите куда писать или звонить, чтобы исправили это безобразие. Город заваливается мусором!!!!!!",Мусор/Свалки/ТКО
"'Сделайте, наконец, детскую площадку в Финском. Возле пятиэтажного дома на Газовиков! С маленькими детьми некуда даже выйти поиграть.",Благоустройство
"'Добрый день.Подскажите сейчас дети ушли на дистанционное обучение с 3-9 февраля.Я прочитала,что в Перми будут выдаваться сух пайки,а в крае почему их не выдают.",Образование
"'Здравствуйте, когда дадут отопление на ул. Гайдара?",ЖКХ
"'Здравствуйте! Подскажите, в четверг была в поликлинике 5, сдала мазок. Вчера пришел положительный мазок. Когда мне ждать бригаду? Работает ли она в выходные? Будет ли уведомление заранее о ее приезде?",Коронавирус
"'[club175585994|Министерство транспорта Пермского края], зачем вам отдельный участок дороги ?!<br>Если можно сделать все и везде вы так всегда отдельно все делаете в итоге пол дороги оставляется без асфальта.<br>Лежачих полецейских наделали!<br>В итоге проблемы с транспортом",Дороги
"'Добрый день. Подскажите, пожалуйста, есть ли в нашем городе пункты по сбору помощи жителям Донбасса? Спасибо.",Безопасность
"'Здравствуйте, уважаемые специалисты Администрации! Обращаюсь к Вам по просьбе жителей посёлка Обманка-1. В посёлке, по улице Полевая 17, живёт неадекватная женщина, которая содержит в доме 10-15 собак, собаки крупных размеров, агрессивные. Она выпускает их на ночь на улицу, и загоняет только днем, а утром жителям страшно идти на работу, а детям на школьный автобус. просим срочно принять меры!!! Надеемся на Ваше понимание важности вопроса.Заранее благодарны!",Безопасность
"'У меня вообще нет карты. Так что буду зайцем ездить. До водителя не до у ти в толкучке, кондуктора нет, через ваш валидатор не оплатить. Так что ловите, контролёры с росгвардией вместе 🤣👍",Общественный транспорт
"'В Кудымкар едешь вдоль дороги всё в борщевика, а в Перми у нас прямо под носом растёт и никто его не убирает.",Благоустройство
"'Когда уже в Перми пocтроят площадки для собак, чтобы их там выгуливать??? Гулять негде, приходится на детских площадках, на газоне и т.д. гулять, а мамашки с колясками и детьми жалуются...",Благоустройство
"'Спортивную площадку забетонировали, в прошлом году как будто был ремонт, смешно. Мы же все видим.два человека с бумажками пришли , посмотрели, ушли.",Физическая культура и спорт
"'Каждый день езжу там утром и вечером, исходя из того, что я вижу: за неделю можно было демонтировать все 9 швов с одной стороны и залить новые, и шли бы эти 28 дней «застывания» бетона, и потом так же с другой стороны. И уложились бы реально в 2-2,5 месяца, вместо 3,5! Но ведь нет же, даже не полтора землекопа, а 1 работает! Утром никого в 7 часов никого, вечером в 17:30 тоже никого, а команда Махонина везде отписывается, что работы ведутся КРУГЛОСУТОЧНО!!! Люди недовольны тем, враньем администрации города и выбранным подрядчиком с их организаций рабочего процесса, а не просто ноют из-за пробок.",Дороги
"'Пятый микрорайон,вам что то видно?Могу рассказать ,там детская площадка и пешеходный тротуар!👀",Благоустройство
"'Возможная застройка стадиона Молот. Жителям Мотовилихи нужен стадион, возможно с платной раздевалкой и туалетом. А не место вывоза снега!",Физическая культура и спорт
"'Здравствуйте, когда ждать выплату на детей мобилизованных? Подавала заявление 19.10",Мобилизация
"'С крыши сошол снег с шифером. В квартире дождь, только грязный. Третий день звоню в кит, толку мало",ЖКХ
"'Добрый день.Сколько дней можно не посещать техникум,без справки?",Коронавирус
'А почему нет сада 13 в расписании?,Общественный транспорт
"'Мы стоим в очереди с ноября месяца,все ещё не позвонили,видимо очередь не подошла",Здравоохранение/Медицина
"'В садике ""Фантазёры"" Стая собак бегает, видать раскопки сделали,3 больших и несколько маленьких, побежали за нами, слава богу шокер был, как теперь быть? Надо выгонять и ямы зарывать",Безопасность
"'Начали убирать старые детские площадки,ребенок вышел погулять а площадки нет,а новую поставят,где дети играть будут?",Благоустройство
'А закрыть как то площадку нельзя или убрать сломанные качели отремонтировать лавочки и вообще порядок навести,Благоустройство
"'Здравствуйте. 1. По Халтурина Вы отправили, получается, предложение по отправлению оттуда, а предложение прибытия туда автобусов из Перми по 678 маршруту направлено или из Перми у автобусов будет конечная только возле Универмага? 2. Сегодня было очередное заседание Думы АМО. Выложат ли запись сегодняшнего заседания в группе ВК ""Александровск Официально""? https://vk.com/public183771914",Общественный транспорт
'Мы и в детскую больницу к окулисту попасть не можем с лета!!!,Здравоохранение/Медицина
"'Пермь г, +79822506956. Данные о режиме работы центров -некорректны.",Связь и телевидение
'А на Металлистов уже 4 год обещают.,Благоустройство
"'Здравствуйте, уточните пожалуйста какие документы надо предоставить, чтоб документы для оформления статуса беженца перевели бесплатно? И заверили нотариально.",Безопасность
"'Каждый год это повторяется и всё время усилить обещают и обещают но результата нет, а дети гибнут, когда уже конкретно серьёзная охрана будет???",Образование
"'П. Ильинский. Почему для ревакцинации используют Спутник, а не Спутник Лайт. Мотивируют, что вакцины нет, и неизвестно когда будет.",Коронавирус
'Верещагинский район нет,Социальное обслуживание и защита
'Здравствуйте! В Полазненской РБ нет амбулаторного центра по диагностике ковид 19?,Коронавирус
"'Здравствуйте, Никита Львович. Интересует вопрос касаемый бродячих собак. Собаки лают и огрызаются. Например вчера на Чапаева у 9-тиэтажки, там же дети с горки катаются.",Безопасность
"'Добрый вечер!Я заболела 4.02.22. вызвала врача домой, пришел врач выписал больничный по 09.02.Вчера пришел положительный тест на ковид вызвала врача,весь день прождала никто не пришел и не звонил.Что делать завтра больничный заканчивается?В поликлинику звонила мне не смогли дать внятного ответа?Помогите???",Здравоохранение/Медицина
'Когда окончание по времени праздники ?,Физическая культура и спорт
"'Что нам делать. Управляющая комп... Нам ещё крикнула что скоро и свет отключат. Мы платим деньги за содержание желья. Но все делаем сами. К нам ни дворники ни плотники, ни кто не приходит. А мы платим не понятно за что.",ЖКХ
"'А на фига убрали рейс в 10:05 с камуны, как добираться людям кто с 11:00 работает?",Общественный транспорт
"'Здравствуйте, подскажите , у нас в регионе есть какие-то выплаты военному, получившему ранение в ходе специальной военной операции на Украине ?",Мобилизация
'Добрый вечер..так и нет света по улице 😔где же ваши обещания до конца декабря?ждем уже 4 месяца🙃буду жаловатся Махонину!!!,Дороги
"'Возмущает факт нарушения федерального закона министром Кассиной Р. А.!<br>Принудительное регистрация в РЭШ недопустима! Мы граждане , а не скот и детей своих защитим.<br>Кому нужно , пусть регистрируются , остальных - оставьте в покое!",Образование
'Сколько командировочные у врачей в сутки на питание?,Связь и телевидение
"'....Хочу выразить свое мнение о нашем обслуживании в ЦРБ, В нашей поликлинике когда нибудь будут принимать врачи вообще или это их не интересует 🤷‍♀...<br>Уже на протяжении длительного времени не могу попасть на приём к дерматологу, то он в отпуске, то на больничном, то с ковидно-больными.. 🤷‍♀ как попасть нормальному человеку к специалисту со своей проблемой ... к платному? Извините тогда, зачем говорят что в нашей стране медицина бесплатая???<br>На данный момент ещё и невролог не принимает, 🤦‍♀<br>Точнее говоря у нас в поликлинике его нет... (рассчитался и ушёл)<br>Бардак...<br>Мне интересно за чем тогда , специалисты сидят в кабинетах, перебирают тупо карточки? ...<br>(Анонимно)",Здравоохранение/Медицина
"'[id69900094|Кристина], температура 39 в течении суток без лекарств, воды и пищи, почти всё время спал. На работу не пойти, а больничный нужен.",Коронавирус
"'Пермский р-н, +79028350120. Раньше справку 086-у, необходимую при поступлении в вуз, можно было сделать в поликлинике по месту жительства бесплатно. В этом году поликлиника отправляет в частные медучреждения, где стоимость справки от 2225 до 4000 рублей. Разве эта услуга перестала входить в перечень ОМС?",Связь и телевидение
'Добрый вечер! График работы как можно узнать? Я по поводу заявления...,Связь и телевидение
"'Доброе утро! С кем можно пообщаться на счёт социального контракта? Мы малоимущая семья ни разу ни получали социальный контракт, почему одним и тем же дают каждый год!! ??",Социальное обслуживание и защита
"'Пермь г, +79824940415. Доброго дня!


Прошу Вашей помощи в вопросе замены опоры наружного освещения по Проспекту Парковому. 

Данная опора покрыта трещинами по всей своей высоте. Часть сквозных отверстий была замазана раствором, но я считаю, что такие меры не дают должного результата и не могут гарантировать целостность опоры.

Считаю целесообразным произвести мероприятия, которые позволят нам избежать её дальнейшее разрушение и в следствии обрушения.  

В виду того, что на данной линии будет проводиться замена аварийных опор, считаю возможным включить данную опору в этот процесс. Опора находится вблизи дома по адресу проспект Парковый 28.

Заранее огромное спасибо за помощь в решении данной проблемы! ",Безопасность
"'Ленина 23 так же ни парковки, ни детской площадки, ни двора нормального, ходим по грязи, всем похрен!",Благоустройство
'Какой год я 2011 мне можно?,Физическая культура и спорт
'Добрый вечер. Мира 6.<br>У магазина паровоз недоступен подъезд к магазину. Пожалуйста примите меры!,Дороги
"'Добрый день, по адресу Циолковского 14 постоянно образуется мусорка, дом под снос когда УК компания приведёт свою территорию в порядок, невозможно ходить, бегают крысы и запах ужасный.",Мусор/Свалки/ТКО
"'Праздник это хорошо!!! И организовывать его надо не ради галочки в отчёте. Посмотрите что творится на стадионе: современное футбольное поле, беговые дорожки электронное табло, вроде бы всё хоршо, но нет раздевалок для участников, нет трибун для болельщиков, вокруг основного ограждения поля ещё какая то сетка, которая держится на честном слове. Все количество участников праздника в одной "" куче"" и болельщики, спортсмены и просто желающие посмотреть. Вот это истинное удовльствие от праздника....! Где у нас директор стадиона и его адмистрация или на работу приходят только за зарплатой...???",Физическая культура и спорт
"'Видели вcе, чтo c трaнcпoртoм прoиcхoдит? (cкриншoты cдeлaны вчeрa). Βродe и проeзд подняли и пeрecaдки отмeнили, а сeрвис так и остался отвратный.. Жалобу нaписaл, если не поможет, будем обрaщaться дaльше.",Общественный транспорт
"'[club143106820|Пермский край], 15 т получат только те у кого муж уже уехал в Украину",Мобилизация
"'Наша УК по адресу Льва Шатрова 1, второй раз поднимают тариф за содержание жилья, за последние полгода, ссылаясь, что было распоряжение от администрации города Перми, что в первый раз не правильно посчитали, а теперь пересчитали и насчитали правильно. Хотелось бы узнать на самом деле тариф по нашему дому. Спасибо большое за ответ.",ЖКХ
'А где тогда её приобрести у нас в городе?,Связь и телевидение
"'Здравствуйте! Скажите, пожалуйста, с чем связано отсутствие препарата Полькортолон(триамцинолон) таблетки 4мг 50шт.<br>Я на этом препарате с 1990 года. Получала по льготному рецепту, потом стала покупать сама. Всегда все было без проблем. Сейчас нигде не могу найти.",Здравоохранение/Медицина
"'[club57433185|Пермь Первая], здравствуйте, Федерация скейтбординга Пермского края заявляет, что планирует проводить соревнования Всероссийского уровня на этой площадке. Мы просим сделать площадку универсальной для всех видов спорта и всех жителей Перми, а не только узкого круга лиц, приближённых к скейтбордингу. Пожалуйста помогите нам, помогите другим Олимпийским видам спорта, детям, молодежи, жителям, которые занимаются другими активностями, катаются роликах, велосипедах, самокатах, а не только скейтбордистас, которые создают площадку только под себя, по договорённости с местными властями<br>> ['[id295101094|Ростислав], Добрый день. Создание скейт- парка планируется на территории сквера у клуба им. Кирова. В Первую очередь - это место отдыха жителей с зонами для различных активностей. Создание экстрим-парка для занятий профессиональным спортом здесь не планируется.']",Физическая культура и спорт
"'Добрый день , масочный режим в больницах остаётся в прежнем режиме ? Или есть какие-то изменения ?",Коронавирус
"'[club171875648|Министерство здравоохранения Пермского края], у меня подтверждён, сегодня пришла СМС. Я на больничном до пятницы. Какие мои дальнейшие действия ? Мне сказали позвонить в поликлинику ,если придёт положительный результат, но дозвониться туда не возможно. И ещё вопрос, что делать тем , кто проживает вместе с больными , им куда идти . Что делать с работой. Это тоже ни кто не отслеживает. Один член семьи болеет , другой ходит на работу. В поликлинике все вместе стояли в очереди и ОРВИ и COVID.",Здравоохранение/Медицина
"'Здравствуйте. Можно узнать, поступили подарки новорожденным?",Социальное обслуживание и защита
'На одойке нет воды,ЖКХ
"'Вот такие стулья в седьмой школе, все сломанные, скрипучие грязные сидеть на них невозможно и такие стулья во всех кабинетах.<br>Один раз сел и все он сломается, а чинить за свой счёт.<br>А потом говорят, вот какие плохие ученики.)",Образование
"'Добрый вечер. Оформила виртуальную карту, купила проездной. Вопрос: почему QR коды есть не на всех маршрутах!?",Общественный транспорт
'Добрый вечер! Моя мама после ковида стала задыхаться от любых резких запахов....подскажите есть ли бесплатная реабилитация после ковид?,Коронавирус
"'Это второй подъезд, а в первом квитанций нет уже давно",Мусор/Свалки/ТКО
'А что в Перми спорт есть<br>Стадион немогут построить. На Камской долине авторынок убрать. И хорошее место есть для современного стадиона. А другие себя изжили. Даже в нашем районе. Где Стадион авангард. Просто где магнит. Умер просто. Стадион Прикамье. Ну 50/50. Могли бы военных для физкультуры . Рядом есть воинская часть. И рядом ближайшие могли. Ну кто лучше. Хотя-бы с мая по сентябрь.,Физическая культура и спорт
"'Всем здоровья, срочно нужен номер ☎️ вызвать врача взрослому на дом.Благодарю.В личку.!",Здравоохранение/Медицина
"'Прукоратура г. Лысьвы считает приостановить деятельность бассейна, из-за пожарных нарушений допущеных при строительстве.<br>Администрация против закрытия 🤦‍♂️<br>Это как понимать? Объясните мне пожалуйста..",Физическая культура и спорт
"'На королева такая же проблема, как сменилась УК стал полный срачь",ЖКХ
"'Добрый день! Пожалуйста сделайте тротуар вдоль улицы Новоржевская от перекрёстка с ул.Победыдо перекрёстка с ул. Охотников в Кировском районе. Невозможно ходить, особенно осенью в слякоть, приходится идти по проезжей части улицы, что очень опасно, машины едут, не сбавляя скорость, брызги летят во все стороны, отойти в сторону некуда, справа хозяева коллективных садов незаконно занимают территорию, то дрова выгрузят, то строительный материал, то просто мусор. Пожалуйста, примите меры к благоустройству данного участка дороги. Утром на работу и с детьми в детский сад пройти просто проблема. Заранее благодарны. Жители мкр.Октябрьский.",Дороги
'Верните маршрут 10 в полном объёме. 😡😠,Общественный транспорт
"'В нашу больницу ходить только себя калечить. Просидел в очереди два часа. Терапевт отказала в приёме из за отсутствия маски. На входе в поликлинику нет не одной бумажки, что на территории поликлиники введён масочный режим. (до сих пор считаете, что красить ""морду"" хуже) 🤣👍",Коронавирус
"'Назрел вопрос к Администрации: уважаемые, когда уберут кучи мусора от снесённых бараков?! До 11 школы идти - вид ужасный!!! А там каждый день проходят дети!!! Чего ждём?!",Мусор/Свалки/ТКО
'В душевой 4 лейки на 20 женщин или отсутствие горячей воды если мужчины моются после плавания,Физическая культура и спорт
"'Прошу вас рассмотреть вопрос по состоянию общежития в с. Култаево на ул. Сибирская 10,<br>Жить невозможно, плесень и сырость, крыша течет, управляющей компании нет более года, скоро крыша рухнет. Култаевская администрация бездействует, мы планируем обратиться в прокуратуру. Может вы нам как то поможете<br>Фото внутри общежития прилагаю.",ЖКХ
